Id,SalePrice
1622,150491.6324
1623,254302.3272
1624,198220.8331
1625,116289.4244
1626,167296.2608
1627,190942.7441
1628,275536.2488
1629,177472.3229
1630,365273.7411
1631,253808.1294
1632,250831.1599
1633,171347.2066
1634,180801.6816
1635,169489.0735
1636,144760.8472
1637,200735.8216
1638,177423.1386
1639,182440.1293
1640,235743.6643
1641,181447.4072
1642,250343.9734
1643,218067.165
1644,235845.0396
1645,217764.0075
1646,155668.1551
1647,155379.8865
1648,127696.5016
1649,125934.1789
1650,105034.9748
1651,112382.354
1652,98237.32059
1653,94272.2419
1654,145071.09
1655,121112.7402
1656,140703.7664
1657,154595.1987
1658,145502.3339
1659,126609.0712
1660,148606.7164
1661,440509.1694
1662,386131.6703
1663,387081.4587
1664,534259.6991
1665,333853.6601
1666,323970.069
1667,377242.9893
1668,361015.1861
1669,318601.6181
1670,363424.2012
1671,269510.8478
1672,408740.2694
1673,290473.8274
1674,246370.0788
1675,203042.0723
1676,206373.4435
1677,217097.6833
1678,473726.5284
1679,388273.0246
1680,341813.7015
1681,280523.1885
1682,320619.7858
1683,191633.1513
1684,168817.3044
1685,168457.1995
1686,161006.3815
1687,161431.796
1688,180461.455
1689,184363.7027
1690,187027.3677
1691,175712.6805
1692,252058.8791
1693,169572.1845
1694,180511.9278
1695,167525.1434
1696,263078.8091
1697,176494.0966
1698,341628.9517
1699,333727.6362
1700,271911.6287
1701,279625.1783
1702,236924.2348
1703,228785.2562
1704,268996.2486
1705,240419.5944
1706,191625.1161
1707,229625.0396
1708,202826.4272
1709,247910.3098
1710,219877.4991
1711,267853.4387
1712,252969.7678
1713,281981.1893
1714,227445.6157
1715,208506.5057
1716,186917.6703
1717,174994.5785
1718,151790.0998
1719,226436.0177
1720,253446.6498
1721,146975.1817
1722,116055.5094
1723,149927.5455
1724,218685.7542
1725,241650.542
1726,186659.0581
1727,151699.4844
1728,153647.2439
1729,174364.9073
1730,169105.3403
1731,109760.6561
1732,131738.6807
1733,117030.9612
1734,122035.3054
1735,90554.15468
1736,94067.90945
1737,284730.7359
1738,264298.1004
1739,246709.2616
1740,219327.3349
1741,191440.7316
1742,177836.2295
1743,169448.6214
1744,361858.3858
1745,222154.8513
1746,191427.9001
1747,220820.6586
1748,224861.7963
1749,134149.7647
1750,133765.995
1751,231206.8307
1752,106081.6934
1753,156798.2256
1754,196485.9339
1755,169964.2997
1756,142620.7382
1757,118284.1407
1758,144207.4258
1759,159468.4816
1760,161450.4768
1761,154741.2378
1762,185331.1619
1763,186177.0389
1764,114367.0151
1765,186127.9264
1766,185999.3539
1767,227865.1848
1768,139715.0482
1769,161691.3333
1770,146991.5686
1771,120582.6517
1772,132758.8962
1773,108826.0725
1774,155506.4783
1775,139912.3831
1776,129792.261
1777,108863.3611
1778,145607.4892
1779,136315.5436
1780,154415.2034
1781,126077.8407
1782,74097.23609
1783,142779.87
1784,94959.32328
1785,139246.9017
1786,105915.428
1787,146928.8875
1788,50869.90954
1789,102806.974
1790,65350.97738
1791,199588.8287
1792,168382.1453
1793,139116.1694
1794,162509.5874
1795,134530.0121
1796,130256.2683
1797,118500.3622
1798,122447.195
1799,98148.89375
1800,122816.8193
1801,123804.2393
1802,102187.6366
1803,159323.0745
1804,121513.3527
1805,129253.72
1806,130882.7026
1807,142236.3541
1808,118356.5457
1809,133478.2189
1810,140800.3072
1811,152156.0242
1812,113006.6353
1813,144916.4589
1814,98214.17188
1815,56126.37898
1816,99621.93558
1817,105265.9917
1818,166377.3234
1819,138103.6298
1820,30606.75489
1821,102088.9817
1822,151935.9838
1823,28007.58018
1824,128488.009
1825,147086.8294
1826,99976.44543
1827,106355.0325
1828,142248.3447
1829,126194.499
1830,152952.2534
1831,161269.7236
1832,32429.4127
1833,146950.5315
1834,120478.8922
1835,126141.0228
1836,138793.8419
1837,83469.51332
1838,120246.8922
1839,110307.4137
1840,150316.8894
1841,131937.4509
1842,67869.83708
1843,144631.004
1844,142156.19
1845,139802.4283
1846,157226.2144
1847,164111.2405
1848,42251.76712
1849,103910.4456
1850,106669.8933
1851,144285.6217
1852,106593.6969
1853,116121.3242
1854,169838.1197
1855,161743.0671
1856,219339.4191
1857,130389.0756
1858,147459.8656
1859,99899.8344
1860,142384.4112
1861,107859.9061
1862,303274.7434
1863,291331.9717
1864,291358.0179
1865,367320.0532
1866,344087.6547
1867,211398.2958
1868,287891.9473
1869,205983.709
1870,219217.0023
1871,257070.3039
1872,169066.5262
1873,239509.2433
1874,143466.7973
1875,183518.3025
1876,201753.3924
1877,208961.2938
1878,193461.3346
1879,138935.5823
1880,131144.5443
1881,245963.9303
1882,232175.1537
1883,183298.6127
1884,202993.7841
1885,226176.1925
1886,284699.4452
1887,216269.4784
1888,257956.1613
1889,164710.2928
1890,93977.03783
1891,97764.3233
1892,101008.2387
1893,130968.8894
1894,118461.5002
1895,134575.937
1896,128189.7057
1897,121148.9372
1898,100433.7768
1899,162343.1099
1900,157948.5874
1901,193463.98
1902,182300.1991
1903,218738.9746
1904,163768.3385
1905,202966.1542
1906,175476.8092
1907,239254.608
1908,114123.7154
1909,127924.4444
1910,128745.7742
1911,233156.8505
1912,320276.9447
1913,149230.4302
1914,44555.05675
1915,348500.5232
1916,61511.23881
1917,223436.5555
1918,133969.6986
1919,154711.6076
1920,165648.2654
1921,385443.055
1922,346190.8701
1923,235601.8227
1924,231951.1198
1925,205771.5542
1926,384581.1889
1927,125221.2771
1928,174975.2391
1929,117484.0763
1930,123737.4951
1931,117207.8087
1932,125847.7148
1933,198999.5805
1934,190117.4623
1935,165160.8817
1936,211309.1709
1937,175560.3815
1938,164695.3115
1939,276501.0161
1940,203048.4848
1941,168862.5776
1942,153370.6931
1943,235836.397
1944,380824.4336
1945,416959.8838
1946,149667.1013
1947,126665.0338
1948,180868.3768
1949,238143.7683
1950,185160.9921
1951,245192.0343
1952,202350.3451
1953,178563.3509
1954,180605.6101
1955,137124.6757
1956,287934.776
1957,158224.5595
1958,241626.6836
1959,134026.3878
1960,92718.30627
1961,123807.7072
1962,94303.99108
1963,107371.7146
1964,105447.947
1965,134116.4791
1966,141922.3881
1967,314980.6695
1968,412601.6055
1969,396869.8083
1970,401776.7722
1971,449518.9788
1972,371664.348
1973,293310.4
1974,340817.57
1975,335247.3039
1976,281533.5033
1977,367391.1758
1978,345185.5537
1979,325398.9776
1980,207309.9111
1981,360655.8903
1982,215889.0428
1983,199761.1639
1984,175923.9828
1985,231041.3493
1986,207121.1196
1987,208390.1682
1988,166974.8151
1989,185473.2373
1990,204841.7413
1991,232094.2194
1992,224982.9318
1993,163715.3555
1994,234329.6669
1995,182238.7337
1996,280509.1247
1997,315369.8352
1998,326151.646
1999,310465.792
2000,322004.3063
2001,288151.8635
2002,245613.1018
2003,239068.4185
2004,279423.4312
2005,225461.3147
2006,222119.9017
2007,242416.6566
2008,234923.7334
2009,211085.0994
2010,195123.9578
2011,129626.2277
2012,179214.5194
2013,181570.1663
2014,187037.3632
2015,220693.3327
2016,197416.6411
2017,199644.3011
2018,100906.1627
2019,133285.6692
2020,74787.14799
2021,93244.58624
2022,213090.3933
2023,141381.0722
2024,288734.2017
2025,357702.874
2026,168593.1237
2027,153895.9567
2028,156609.6517
2029,175533.8311
2030,258765.0916
2031,230773.8594
2032,255687.9015
2033,249502.3209
2034,177923.8588
2035,240482.6554
2036,197096.6738
2037,218348.1075
2038,326069.0467
2039,226157.2095
2040,317001.1087
2041,310107.2889
2042,211533.1943
2043,183491.2252
2044,176641.9799
2045,204054.8299
2046,161751.2227
2047,138657.6168
2048,135893.672
2049,136094.6799
2050,163801.8954
2051,97112.1974
2052,112188.2639
2053,144604.7259
2054,88046.66804
2055,176057.9843
2056,125773.5499
2057,91194.86473
2058,210475.4433
2059,122315.3615
2060,182167.0286
2061,171708.0193
2062,124329.5321
2063,108997.106
2064,137003.0965
2065,77715.50628
2066,170067.4023
2067,110323.5367
2068,156540.814
2069,79480.72576
2070,111934.814
2071,94389.61123
2072,142691.2399
2073,117481.2904
2074,193375.2796
2075,171673.1786
2076,119199.2958
2077,164443.6734
2078,130741.4016
2079,125027.7301
2080,121803.2899
2081,125425.8558
2082,136695.4656
2083,156039.0003
2084,105309.5363
2085,115172.6401
2086,103350.5812
2087,119098.5598
2088,105111.6083
2089,74652.70126
2090,113442.2224
2091,111720.7867
2092,125367.5182
2093,150708.0656
2094,116330.9656
2095,176355.854
2096,78184.77065
2097,98005.57183
2098,170026.1763
2099,33146.05797
2100,52585.6187
2101,116251.1089
2102,119548.163
2103,100200.0691
2104,123151.4518
2105,141769.6298
2106,59805.52817
2107,188892.1145
2108,121563.0485
2109,116257.8298
2110,115726.1663
2111,153495.8061
2112,143633.9457
2113,120530.4083
2114,118657.1549
2115,164004.4371
2116,120241.9672
2117,149627.3271
2118,122000.4418
2119,122807.4472
2120,94064.99618
2121,117555.7056
2122,119911.6787
2123,90315.96042
2124,171109.6682
2125,123015.2598
2126,155416.7589
2127,175660.8477
2128,133786.2334
2129,44242.25143
2130,141257.5956
2131,112589.7564
2132,116808.7819
2133,126824.0445
2134,116209.7533
2135,96712.56641
2136,63702.77388
2137,105726.517
2138,127231.7425
2139,138490.2393
2140,145016.1061
2141,173485.6834
2142,129325.5035
2143,160339.4058
2144,135861.6631
2145,142956.9294
2146,190288.205
2147,127347.5465
2148,116421.2324
2149,130393.7213
2150,233599.2601
2151,124275.5111
2152,199868.595
2153,183764.1227
2154,106897.2664
2155,136749.2262
2156,268543.7439
2157,235684.9877
2158,240837.4325
2159,223070.6092
2160,182698.2673
2161,225699.8048
2162,381292.0755
2163,362073.9033
2164,249604.279
2165,198388.162
2166,158004.7293
2167,227188.6112
2168,198756.5118
2169,191774.6527
2170,216697.2017
2171,153078.6469
2172,133669.2617
2173,187621.9118
2174,221412.6377
2175,267253.6316
2176,308431.358
2177,239906.9763
2178,207814.925
2179,129412.7621
2180,229347.8322
2181,192189.8042
2182,222250.5801
2183,188746.3368
2184,119494.8153
2185,108095.7693
2186,157962.3587
2187,139458.6522
2188,152107.1474
2189,302246.8476
2190,93637.12677
2191,62796.52365
2192,76972.3736
2193,133805.6111
2194,98226.36458
2195,102607.9858
2196,106955.3962
2197,114991.7095
2198,164749.9462
2199,175660.2837
2200,155469.7364
2201,157708.1269
2202,193097.4878
2203,139414.8993
2204,198582.3671
2205,136128.7872
2206,159894.3458
2207,223841.2366
2208,261267.7191
2209,273788.8357
2210,125978.5306
2211,122367.6296
2212,127904.3202
2213,107738.3475
2214,139276.898
2215,101840.3394
2216,168097.7374
2217,116485.6451
2218,110610.9529
2219,83962.39982
2220,13523.53501
2221,349196.4706
2222,304928.0383
2223,280193.8145
2224,202158.0301
2225,122431.4572
2226,187289.9474
2227,188569.4037
2228,281666.0159
2229,249084.1051
2230,158961.0049
2231,216211.1689
2232,182919.6418
2233,183787.6309
2234,242944.5422
2235,229949.8122
2236,249316.9341
2237,307993.2309
2238,191070.1897
2239,120093.514
2240,149965.7932
2241,137232.8232
2242,126780.8352
2243,119484.4212
2244,101065.0865
2245,121895.0841
2246,136026.8786
2247,131301.3382
2248,125320.981
2249,113170.0788
2250,125494.9251
2251,93500.25459
2252,197961.8562
2253,157548.7272
2254,177532.2383
2255,188300.3314
2256,167016.4923
2257,216498.6796
2258,147963.9978
2259,175268.2628
2260,130201.6195
2261,218646.1042
2262,238974.0162
2263,385575.9442
2264,477928.6033
2265,152034.6818
2266,325687.0307
2267,397914.7427
2268,482854.1027
2269,146657.4899
2270,181595.0271
2271,214601.5212
2272,180867.5811
2273,149784.7461
2274,183431.6508
2275,166764.8984
2276,200918.1179
2277,183535.2841
2278,150729.014
2279,133127.1944
2280,105327.4249
2281,140774.8075
2282,159843.094
2283,112672.3055
2284,123231.8367
2285,152692.3601
2286,121050.6522
2287,391345.6517
2288,294172.6581
2289,353343.9865
2290,445808.0245
2291,353627.3177
2292,427179.7792
2293,468287.0684
2294,390880.2724
2295,470689.4313
2296,285214.0242
2297,386617.9217
2298,375570.514
2299,351695.0528
2300,333547.9643
2301,332930.7925
2302,263927.2587
2303,249814.4286
2304,261037.5854
2305,213040.7869
2306,202711.4902
2307,204957.9998
2308,228235.6811
2309,305670.5159
2310,212435.7644
2311,211269.854
2312,187265.8955
2313,167244.1363
2314,186854.8137
2315,181172.7098
2316,198125.9597
2317,201183.4482
2318,186122.2368
2319,189082.9198
2320,184746.8311
2321,237193.8272
2322,199763.908
2323,200810.6502
2324,173897.7588
2325,211190.3751
2326,169846.4003
2327,195964.6854
2328,217044.6863
2329,189985.9631
2330,181476.7859
2331,342680.9908
2332,390864.2683
2333,324778.6325
2334,276898.5969
2335,296078.9745
2336,322454.7682
2337,199392.9123
2338,253810.4132
2339,211090.6734
2340,399833.5449
2341,206375.307
2342,227718.4107
2343,223666.0635
2344,216235.8031
2345,223843.8897
2346,215981.4404
2347,207752.9752
2348,250950.1025
2349,199202.2709
2350,314407.462
2351,288274.01
2352,245880.9505
2353,255481.8338
2354,168436.4978
2355,155110.1314
2356,143338.2214
2357,193333.6901
2358,195529.9756
2359,127652.2311
2360,109910.353
2361,157547.7712
2362,264413.1721
2363,131192.1551
2364,147413.6524
2365,202237.835
2366,190318.8754
2367,214583.1826
2368,219556.9121
2369,212823.5243
2370,169521.9097
2371,164225.9129
2372,195104.9041
2373,288945.8585
2374,311834.1272
2375,244292.1418
2376,289823.5138
2377,345017.308
2378,152132.323
2379,228746.2314
2380,148138.9977
2381,173904.9875
2382,202125.4411
2383,194200.5589
2384,234423.9
2385,152879.2149
2386,133708.907
2387,123033.9202
2388,100960.9317
2389,104657.1748
2390,149327.6528
2391,138150.4839
2392,116355.3289
2393,174837.0003
2394,141349.4588
2395,211702.3936
2396,131683.9222
2397,215169.4029
2398,127030.162
2399,76784.67383
2400,61292.32908
2401,150637.2299
2402,133724.0211
2403,147913.3054
2404,149279.3716
2405,152046.7966
2406,141773.3752
2407,127362.3987
2408,122075.4541
2409,105512.6974
2410,184058.3897
2411,112184.025
2412,157757.7686
2413,120534.1454
2414,170540.0776
2415,135087.7471
2416,129639.389
2417,142806.9868
2418,138968.4952
2419,125510.1787
2420,122951.927
2421,125689.8912
2422,104025.6761
2423,119199.636
2424,126247.8812
2425,218300.6601
2426,133965.5478
2427,135482.079
2428,190997.8687
2429,96511.43155
2430,128309.9096
2431,93882.54689
2432,153236.3277
2433,151613.0421
2434,142635.6956
2435,170567.2901
2436,111297.0972
2437,95594.05565
2438,113277.6596
2439,87089.26829
2440,128275.0156
2441,95172.59661
2442,91531.00754
2443,142465.9642
2444,131074.6365
2445,75995.75
2446,133628.3946
2447,187016.7426
2448,130554.2419
2449,109894.039
2450,160272.3302
2451,110490.6822
2452,202243.7196
2453,97411.07744
2454,113941.4741
2455,109133.3754
2456,166590.1681
2457,151732.1814
2458,140221.29
2459,119718.2318
2460,141065.4041
2461,128453.3561
2462,126298.4316
2463,127908.8078
2464,197240.4557
2465,139156.173
2466,114955.625
2467,106346.6905
2468,88140.2995
2469,91155.86836
2470,216363.0329
2471,229577.6773
2472,184405.8391
2473,131705.8112
2474,77873.19918
2475,216142.7072
2476,114359.8844
2477,116564.161
2478,155979.8512
2479,98603.58407
2480,163720.4664
2481,126243.2482
2482,99907.55649
2483,100861.0301
2484,124658.0949
2485,127737.5184
2486,165382.1808
2487,183072.6871
2488,166978.1231
2489,154972.8903
2490,139959.3184
2491,85234.8406
2492,179074.868
2493,140382.454
2494,139196.4636
2495,64495.16833
2496,218195.7012
2497,164650.8478
2498,113113.7304
2499,81286.25626
2500,120367.2064
2501,141916.1887
2502,147436.8673
2503,107150.4978
2504,245102.8097
2505,229615.9006
2506,249350.8233
2507,278293.4998
2508,245472.1652
2509,209611.8564
2510,204217.1165
2511,174043.3044
2512,215662.6871
2513,211498.4304
2514,327444.9442
2515,163328.4008
2516,169866.9721
2517,154069.394
2518,139255.2153
2519,245176.003
2520,220430.2709
2521,185976.0296
2522,219367.3804
2523,115071.8963
2524,134016.2628
2525,152427.4687
2526,158416.9844
2527,116764.9179
2528,153521.9424
2529,40587.47159
2530,122841.3903
2531,265552.6818
2532,219254.0674
2533,196908.5563
2534,244347.6699
2535,278638.0545
2536,230452.5931
2537,257606.2587
2538,187228.2806
2539,184569.6339
2540,184185.1647
2541,171751.5549
2542,161866.5143
2543,103854.7188
2544,120013.5273
2545,127192.4582
2546,118857.9567
2547,142963.7919
2548,162565.7209
2549,153531.8988
2550,703625.9913
2551,136652.896
2552,143176.0296
2553,75901.42267
2554,80960.4163
2555,104465.7186
2556,89662.7257
2557,98558.22363
2558,177875.8403
2559,159985.1963
2560,164049.4001
2561,153509.1059
2562,164434.8479
2563,163945.2086
2564,187609.2698
2565,168961.6818
2566,175695.5753
2567,149054.5372
2568,229275.3532
2569,240289.3735
2570,121879.1017
2571,207092.6867
2572,177136.2418
2573,234436.3038
2574,157042.0535
2575,141215.721
2576,194336.7885
2577,141966.0817
2578,66768.57667
2579,41287.88902
2580,98007.38016
2581,121466.9078
2582,120525.6637
2583,289363.3208
2584,175342.6076
2585,178855.5572
2586,215557.6893
2587,203189.9327
2588,144892.594
2589,147856.6385
2590,199769.4086
2591,223506.5675
2592,219923.2967
2593,251188.9162
2594,175297.9806
2595,210688.8843
2596,285576.4658
2597,197951.7267
2598,278006.9107
2599,400737.9637
2600,121439.727
2601,124093.546
2602,71976.1139
2603,93544.74974
2604,90292.96478
2605,68955.6474
2606,132518.1215
2607,205900.1035
2608,175455.7311
2609,146366.0412
2610,110018.3017
2611,230180.4149
2612,152907.5364
2613,119566.2856
2614,108193.5748
2615,157933.9693
2616,148288.7201
2617,210944.4884
2618,202847.1445
2619,208161.0247
2620,192208.5635
2621,177968.8242
2622,180449.5702
2623,232224.872
2624,284278.6781
2625,305852.8778
2626,170997.7882
2627,185036.6733
2628,474872.6745
2629,501636.6923
2630,384780.94
2631,471702.3811
2632,418870.5726
2633,319883.2813
2634,435009.3382
2635,137151.7945
2636,163206.917
2637,190494.1234
2638,267398.7168
2639,188608.6582
2640,153110.5896
2641,95323.47246
2642,167467.0913
2643,108349.7078
2644,104323.6993
2645,108676.1814
2646,93014.67617
2647,99322.50211
2648,152562.0983
2649,142473.8342
2650,135656.2865
2651,133197.6209
2652,388592.5931
2653,261040.5453
2654,281539.7637
2655,422893.4851
2656,330119.8443
2657,373290.8553
2658,333860.523
2659,326186.5474
2660,361986.2843
2661,376434.4145
2662,393918.76
2663,278428.1411
2664,297491.4911
2665,335154.1651
2666,297796.7006
2667,181113.1576
2668,187955.115
2669,191591.2449
2670,270396.4662
2671,189817.5867
2672,194335.2945
2673,201115.7199
2674,196591.23
2675,189556.4369
2676,185589.7331
2677,206241.743
2678,233952.1118
2679,280378.703
2680,292450.9688
2681,409568.3751
2682,313119.5753
2683,486933.448
2684,317489.4061
2685,335885.1084
2686,251596.2748
2687,300309.9161
2688,214505.5139
2689,214292.8679
2690,386277.8323
2691,200584.8914
2692,163664.8845
2693,211462.5592
2694,143113.1555
2695,200732.6246
2696,185467.8341
2697,190220.7531
2698,216087.4374
2699,165841.3217
2700,140642.2388
2701,128612.1676
2702,84378.57234
2703,112258.119
2704,145389.6167
2705,104392.9975
2706,76683.28007
2707,93022.4168
2708,142773.9745
2709,116737.3771
2710,136771.513
2711,433402.3559
2712,413005.8765
2713,161059.0633
2714,140836.9236
2715,178165.7239
2716,129294.1062
2717,182821.1523
2718,211828.4008
2719,153705.813
2720,174712.2778
2721,124491.8892
2722,160470.4644
2723,132364.2707
2724,119799.8318
2725,122952.263
2726,149727.1424
2727,180934.352
2728,170275.4316
2729,145797.5413
2730,148214.8317
2731,123886.6753
2732,136964.6434
2733,158517.4957
2734,122024.6819
2735,138416.1925
2736,133128.0109
2737,121698.1213
2738,128198.5681
2739,148072.5048
2740,137974.6662
2741,138599.2967
2742,151163.3917
2743,166625.2944
2744,165430.7854
2745,139705.0979
2746,141290.7753
2747,143296.6261
2748,110388.1075
2749,126968.186
2750,118105.6617
2751,134271.7469
2752,172082.1028
2753,158052.8467
2754,239557.6675
2755,141904.8223
2756,90131.73951
2757,48457.4895
2758,82618.63711
2759,169067.2044
2760,134203.5937
2761,138732.1543
2762,135104.3896
2763,184659.1378
2764,136516.1563
2765,272907.8272
2766,139514.5848
2767,79898.70579
2768,131634.8301
2769,142808.601
2770,135228.4797
2771,93297.78755
2772,99476.01351
2773,178251.9659
2774,161481.7294
2775,123991.9623
2776,146155.2062
2777,158824.3549
2778,117515.738
2779,127530.1606
2780,98534.98281
2781,94094.55636
2782,96393.59569
2783,106567.2642
2784,129032.0669
2785,138461.965
2786,47252.84114
2787,125260.595
2788,65947.00718
2789,168964.5751
2790,90912.98519
2791,111792.8674
2792,78138.17534
2793,156847.4925
2794,96996.60628
2795,122786.5793
2796,96660.64392
2797,256046.6456
2798,121227.0314
2799,116614.5671
2800,65144.328
2801,113440.536
2802,130648.4231
2803,185770.7939
2804,123744.3535
2805,101850.5643
2806,71034.08585
2807,256735.1001
2808,154983.5959
2809,126851.5033
2810,124950.2547
2811,168099.6909
2812,181049.3919
2813,152856.4839
2814,158345.6581
2815,104617.8089
2816,230190.4776
2817,146371.852
2818,131184.4016
2819,160631.0227
2820,134711.4121
2821,99590.20548
2822,168328.5344
2823,335173.2342
2824,187145.6371
2825,142783.1278
2826,134808.0685
2827,130292.7961
2828,243558.1428
2829,209487.4203
2830,232152.1926
2831,182939.1152
2832,252340.466
2833,320588.9107
2834,238039.9143
2835,227020.0748
2836,195736.1849
2837,159429.5826
2838,149359.0003
2839,165962.6526
2840,210317.1819
2841,200802.3682
2842,222313.0586
2843,151846.438
2844,175436.9196
2845,123661.6574
2846,207153.4921
2847,216990.405
2848,211135.9336
2849,196942.2533
2850,266867.4468
2851,206587.2169
2852,227453.8872
2853,227073.6011
2854,135926.1986
2855,205207.1141
2856,202989.7223
2857,190224.6807
2858,210868.1218
2859,76620.87874
2860,140747.0623
2861,123321.5933
2862,179441.3426
2863,150765.5536
2864,256601.8727
2865,142921.9075
2866,129912.2875
2867,97180.50067
2868,88201.63792
2869,93602.2486
2870,97016.27548
2871,57376.69133
2872,32288.94521
2873,77987.45829
2874,152202.7546
2875,124337.6217
2876,159553.025
2877,157758.2337
2878,158413.778
2879,151296.6167
2880,108907.4716
2881,145534.7213
2882,204467.6075
2883,208706.8166
2884,182163.4281
2885,181810.9863
2886,257903.1287
2887,103089.1817
2888,146815.2702
2889,30397.19774
2890,78548.60329
2891,156593.5058
2892,6956.971514
2893,71569.74345
2894,11625.29167
2895,346914.7675
2896,289554.0125
2897,223624.7493
2898,126751.3164
2899,204046.9328
2900,163265.1678
2901,227533.7287
2902,165508.6546
2903,315464.3317
2904,355668.8373
2905,64195.31692
2906,194610.5515
2907,101881.825
2908,110111.0354
2909,128547.6406
2910,74006.75823
2911,72004.53009
2912,148860.3856
2913,72955.46778
2914,63853.35983
2915,83874.67671
2916,79856.83781
2917,179358.6803
2918,114179.9846
2919,223432.0383
